YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M,Median,75th,25th,dummy
2021,6037400304,Census Tract 4003.04,San Dimas,Los Angeles County,California,SanDimas,1460.0,112.0,1785.0,131.0,2183.0,202.0,$1785,$2183,$1460,1
2021,6037400403,Census Tract 4004.03,San Dimas,Los Angeles County,California,SanDimas,1626.0,276.0,2047.0,205.0,2320.0,82.0,$2047,$2320,$1626,1
2021,6037401202,Census Tract 4012.02,San Dimas,Los Angeles County,California,SanDimas,1162.0,409.0,1696.0,352.0,2146.0,604.0,$1696,$2146,$1162,1
2021,6037401303,Census Tract 4013.03,San Dimas,Los Angeles County,California,SanDimas,2366.0,860.0,3272.0,654.0,3501.0,,$3272,Not available. Exceeds $3500!,$2366,1
2021,6037401304,Census Tract 4013.04,San Dimas,Los Angeles County,California,SanDimas,1340.0,1010.0,2521.0,2350.0,2844.0,565.0,$2521,$2844,$1340,1
2021,6037401311,Census Tract 4013.11,San Dimas,Los Angeles County,California,SanDimas,1578.0,73.0,1784.0,72.0,1990.0,201.0,$1784,$1990,$1578,1
2021,6037401312,Census Tract 4013.12,San Dimas,Los Angeles County,California,SanDimas,1142.0,78.0,1347.0,398.0,2219.0,356.0,$1347,$2219,$1142,1
2021,6037403703,Census Tract 4037.03,San Dimas,Los Angeles County,California,SanDimas,1058.0,402.0,1860.0,629.0,2318.0,211.0,$1860,$2318,$1058,1
2021,6037403802,Census Tract 4038.02,San Dimas,Los Angeles County,California,SanDimas,1311.0,227.0,1675.0,83.0,1925.0,93.0,$1675,$1925,$1311,1
2012,6037400207,Census Tract 4002.07,San Dimas,Los Angeles County,California,SanDimas,1810.0,395.0,2001.0,,2001.0,,Not available. Exceeds $2000!,Not available. Exceeds $2000!,$1810,1
2012,6037400302,Census Tract 4003.02,San Dimas,Los Angeles County,California,SanDimas,625.0,469.0,951.0,134.0,1377.0,332.0,$951,$1377,$625,1
2012,6037400304,Census Tract 4003.04,San Dimas,Los Angeles County,California,SanDimas,941.0,128.0,1315.0,101.0,1659.0,177.0,$1315,$1659,$941,1
2012,6037400403,Census Tract 4004.03,San Dimas,Los Angeles County,California,SanDimas,1279.0,231.0,1422.0,82.0,1784.0,405.0,$1422,$1784,$1279,1
2012,6037401202,Census Tract 4012.02,San Dimas,Los Angeles County,California,SanDimas,1519.0,230.0,1737.0,129.0,1955.0,205.0,$1737,$1955,$1519,1
2012,6037401303,Census Tract 4013.03,San Dimas,Los Angeles County,California,SanDimas,2001.0,,2001.0,,2001.0,,Not available. Exceeds $2000!,Not available. Exceeds $2000!,Not available. Exceeds $2000!,1
2012,6037401304,Census Tract 4013.04,San Dimas,Los Angeles County,California,SanDimas,854.0,379.0,1529.0,1050.0,2001.0,,$1529,Not available. Exceeds $2000!,$854,1
