YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M,Median,75th,25th
2010,6037320100,Census Tract 3201,San Fernando,Los Angeles County,California,SanFernando,917.0,199.0,1385.0,327.0,1738.0,179.0,$1385,$1738,$917
2010,6037320201,Census Tract 3202.01,San Fernando,Los Angeles County,California,SanFernando,817.0,77.0,948.0,76.0,1144.0,123.0,$948,$1144,$817
2010,6037320202,Census Tract 3202.02,San Fernando,Los Angeles County,California,SanFernando,731.0,136.0,1074.0,236.0,1412.0,346.0,$1074,$1412,$731
2010,6037320300,Census Tract 3203,San Fernando,Los Angeles County,California,SanFernando,671.0,95.0,873.0,55.0,1183.0,298.0,$873,$1183,$671
2011,6037320100,Census Tract 3201,San Fernando,Los Angeles County,California,SanFernando,915.0,128.0,1275.0,194.0,1711.0,173.0,$1275,$1711,$915
2011,6037320201,Census Tract 3202.01,San Fernando,Los Angeles County,California,SanFernando,816.0,55.0,903.0,77.0,1182.0,169.0,$903,$1182,$816
2011,6037320202,Census Tract 3202.02,San Fernando,Los Angeles County,California,SanFernando,856.0,250.0,1209.0,308.0,1519.0,221.0,$1209,$1519,$856
2011,6037320300,Census Tract 3203,San Fernando,Los Angeles County,California,SanFernando,709.0,111.0,927.0,61.0,1250.0,148.0,$927,$1250,$709
2012,6037320100,Census Tract 3201,San Fernando,Los Angeles County,California,SanFernando,962.0,82.0,1188.0,150.0,1531.0,316.0,$1188,$1531,$962
2012,6037320201,Census Tract 3202.01,San Fernando,Los Angeles County,California,SanFernando,847.0,40.0,960.0,73.0,1194.0,138.0,$960,$1194,$847
2012,6037320202,Census Tract 3202.02,San Fernando,Los Angeles County,California,SanFernando,975.0,196.0,1306.0,204.0,1626.0,203.0,$1306,$1626,$975
2012,6037320300,Census Tract 3203,San Fernando,Los Angeles County,California,SanFernando,804.0,172.0,965.0,69.0,1306.0,158.0,$965,$1306,$804
