YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M,Median,75th,25th
2010,6037504102,Census Tract 5041.02,Cerritos,Los Angeles County,California,Cerritos,,,,,,,Not Available!,Not Available!,Not Available!
2010,6037553000,Census Tract 5530,Cerritos,Los Angeles County,California,Cerritos,1100.0,198.0,1399.0,300.0,1706.0,168.0,$1399,$1706,$1100
2010,6037554511,Census Tract 5545.11,Cerritos,Los Angeles County,California,Cerritos,1288.0,100.0,1429.0,199.0,2001.0,,$1429,Not available. Exceeds $2000!,$1288
2010,6037554512,Census Tract 5545.12,Cerritos,Los Angeles County,California,Cerritos,784.0,69.0,866.0,579.0,1788.0,1158.0,$866,$1788,$784
2010,6037554513,Census Tract 5545.13,Cerritos,Los Angeles County,California,Cerritos,1199.0,810.0,1817.0,278.0,2001.0,,$1817,Not available. Exceeds $2000!,$1199
2010,6037554514,Census Tract 5545.14,Cerritos,Los Angeles County,California,Cerritos,1440.0,236.0,1683.0,97.0,1890.0,71.0,$1683,$1890,$1440
2010,6037554515,Census Tract 5545.15,Cerritos,Los Angeles County,California,Cerritos,1373.0,261.0,1860.0,412.0,2001.0,,$1860,Not available. Exceeds $2000!,$1373
2010,6037554516,Census Tract 5545.16,Cerritos,Los Angeles County,California,Cerritos,1309.0,1103.0,1795.0,494.0,2001.0,,$1795,Not available. Exceeds $2000!,$1309
2010,6037554517,Census Tract 5545.17,Cerritos,Los Angeles County,California,Cerritos,1347.0,120.0,1696.0,359.0,2001.0,,$1696,Not available. Exceeds $2000!,$1347
2010,6037554518,Census Tract 5545.18,Cerritos,Los Angeles County,California,Cerritos,1669.0,201.0,2001.0,,2001.0,,Not available. Exceeds $2000!,Not available. Exceeds $2000!,$1669
2010,6037554519,Census Tract 5545.19,Cerritos,Los Angeles County,California,Cerritos,963.0,984.0,1667.0,1280.0,2001.0,,$1667,Not available. Exceeds $2000!,$963
2010,6037554521,Census Tract 5545.21,Cerritos,Los Angeles County,California,Cerritos,1147.0,77.0,1385.0,409.0,2001.0,,$1385,Not available. Exceeds $2000!,$1147
