YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M,Median,75th,25th,dummy
2021,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1425.0,187.0,1700.0,140.0,1960.0,131.0,$1700,$1960,$1425,1
2021,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,1041.0,425.0,1293.0,951.0,2580.0,447.0,$1293,$2580,$1041,1
2012,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1353.0,117.0,1588.0,197.0,1879.0,185.0,$1588,$1879,$1353,1
2012,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,1016.0,597.0,1405.0,234.0,1770.0,367.0,$1405,$1770,$1016,1
2013,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1210.0,296.0,1612.0,172.0,1896.0,158.0,$1612,$1896,$1210,1
2013,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,867.0,283.0,1280.0,258.0,1554.0,272.0,$1280,$1554,$867,1
2014,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1338.0,275.0,1698.0,150.0,1991.0,229.0,$1698,$1991,$1338,1
2014,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,872.0,295.0,1278.0,233.0,1714.0,331.0,$1278,$1714,$872,1
2023,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1648.0,158.0,2005.0,256.0,2376.0,207.0,$2005,$2376,$1648,1
2023,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,1031.0,317.0,1544.0,845.0,2410.0,365.0,$1544,$2410,$1031,1
2011,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1360.0,163.0,1628.0,155.0,1878.0,120.0,$1628,$1878,$1360,1
2011,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,1252.0,758.0,1546.0,341.0,1916.0,431.0,$1546,$1916,$1252,1
2015,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1128.0,397.0,1618.0,177.0,1927.0,139.0,$1618,$1927,$1128,1
2015,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,851.0,126.0,1234.0,303.0,1913.0,844.0,$1234,$1913,$851,1
2010,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1253.0,131.0,1468.0,187.0,1873.0,259.0,$1468,$1873,$1253,1
2010,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,726.0,423.0,1278.0,375.0,1810.0,511.0,$1278,$1810,$726,1
2020,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1346.0,89.0,1553.0,225.0,1929.0,196.0,$1553,$1929,$1346,1
2020,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,910.0,344.0,1099.0,322.0,2186.0,382.0,$1099,$2186,$910,1
2016,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1150.0,485.0,1601.0,181.0,1980.0,188.0,$1601,$1980,$1150,1
2016,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,901.0,115.0,1134.0,252.0,1719.0,508.0,$1134,$1719,$901,1
2018,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1281.0,544.0,1633.0,167.0,1971.0,200.0,$1633,$1971,$1281,1
2018,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,1047.0,94.0,1236.0,420.0,2263.0,772.0,$1236,$2263,$1047,1
2022,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1631.0,104.0,1877.0,170.0,2320.0,376.0,$1877,$2320,$1631,1
2022,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,938.0,380.0,1596.0,909.0,2566.0,418.0,$1596,$2566,$938,1
2017,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1269.0,282.0,1668.0,156.0,2000.0,169.0,$1668,$2000,$1269,1
2017,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,971.0,135.0,1150.0,85.0,1831.0,731.0,$1150,$1831,$971,1
2019,6037431300,Census Tract 4313,Mayflower Village,Los Angeles County,California,MayflowerVillage,1088.0,673.0,1467.0,191.0,1916.0,215.0,$1467,$1916,$1088,1
2019,6037431400,Census Tract 4314,Mayflower Village,Los Angeles County,California,MayflowerVillage,960.0,412.0,1239.0,379.0,2206.0,256.0,$1239,$2206,$960,1
