YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M
2017,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,342.0,321.0,,,1540.0,464.0
2017,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,1049.0,556.0,1222.0,646.0,1904.0,565.0
2017,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,538.0,114.0,,,1678.0,370.0
2017,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,,,,,
2017,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,1017.0,318.0,,,2443.0,1018.0
2017,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,1471.0,390.0,2088.0,537.0,2780.0,479.0
2017,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,1533.0,757.0,2046.0,275.0,2388.0,196.0
2017,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,1685.0,190.0,2136.0,148.0,2471.0,164.0
2017,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,1717.0,114.0,2040.0,156.0,2329.0,122.0
2017,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,1652.0,57.0,1872.0,87.0,2306.0,313.0
2017,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,1779.0,1665.0,3436.0,1022.0,3501.0,
2017,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,1049.0,556.0,1222.0,646.0,1904.0,565.0
2017,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,1628.0,142.0,1853.0,205.0,2279.0,682.0
2017,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,,,,,
2017,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,1017.0,318.0,,,2443.0,1018.0
2017,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1025.0,76.0,1262.0,95.0,1561.0,139.0
2017,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,999.0,115.0,1169.0,46.0,1382.0,57.0
2017,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,885.0,75.0,1146.0,61.0,1455.0,89.0
2017,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1092.0,96.0,1340.0,67.0,1582.0,232.0
2017,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,1155.0,90.0,1423.0,101.0,1836.0,160.0
2017,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1177.0,58.0,1501.0,97.0,1854.0,84.0
2017,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,923.0,83.0,1080.0,237.0,1439.0,276.0
2017,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,941.0,139.0,1207.0,138.0,1482.0,184.0
2017,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,966.0,76.0,1254.0,80.0,1462.0,74.0
2017,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1018.0,50.0,1187.0,55.0,1391.0,65.0
2017,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,976.0,59.0,1128.0,43.0,1325.0,152.0
2017,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,925.0,68.0,1122.0,75.0,1466.0,174.0
2017,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,930.0,139.0,1279.0,75.0,1454.0,52.0
2017,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1009.0,71.0,1167.0,71.0,1386.0,106.0
2017,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,1031.0,81.0,1195.0,101.0,1457.0,177.0
2017,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,1054.0,78.0,1314.0,133.0,1728.0,192.0
2017,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,1004.0,61.0,1171.0,53.0,1450.0,130.0
2017,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,943.0,57.0,1211.0,121.0,1575.0,268.0
2017,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,1035.0,51.0,1218.0,71.0,1439.0,72.0
