YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25058_001E,B25058_001M
2019,06037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,,
2019,06037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,1375,69
2019,06037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2019,06037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,1904,284
2019,06037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,2333,421
2019,06037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,3002,394
2019,06037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,2081,259
2019,06037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,2244,94
2019,06037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,2092,236
2019,06037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,2254,168
2019,06037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,3501,
2019,06037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,1375,69
2019,06037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,1882,273
2019,06037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,
2019,06037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,2333,421
2019,06037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1366,121
2019,06037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1430,70
2019,06037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1260,65
2019,06037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1463,116
2019,06037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,1606,255
2019,06037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1707,71
2019,06037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,999,442
2019,06037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,1335,107
2019,06037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1355,69
2019,06037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1368,80
2019,06037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1289,93
2019,06037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,1363,107
2019,06037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,1433,137
2019,06037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1415,94
2019,06037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,1603,264
2019,06037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,1426,154
2019,06037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,1350,78
2019,06037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,1240,107
2019,06037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,1363,64
2019,06037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,1100,986
2019,06037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,1550,152
2019,06037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,1311,149
2019,06037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,1509,498
2019,06037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,1186,83
2019,06037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,1467,279
2019,06037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,1698,332
2019,06037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,1447,957
2019,06037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,1607,281
2019,06037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,1455,125
2019,06037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,1408,135
2019,06037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,1490,134
